name,dail,prev
Fry, I guess we could do chores for a few hours.," Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up."
Leela," Fry, night lasts two weeks on the moon.", I guess we could do chores for a few hours.
Farmer, Yup. Drops down to -173!," Fry, night lasts two weeks on the moon."
Fry,, Yup. Drops down to -173!
Farmer," First one, then th'other. And them spacesuits ain't a-heated so you ain't goin' nowhere till sunrise. You can sleep in the barn. Just don't be a-touchin' my three beautiful robot daughters. Y'hear?",
Fry,," First one, then th'other. And them spacesuits ain't a-heated so you ain't goin' nowhere till sunrise. You can sleep in the barn. Just don't be a-touchin' my three beautiful robot daughters. Y'hear?"
Farmer, This here is Lulabelle 7.,
Lulabelle 7, Yoo-hoo!, This here is Lulabelle 7.
Farmer, Daisy-Mae 128K., Yoo-hoo!
DaisyMae 128K, Yoo-hoo!, Daisy-Mae 128K.
Farmer, And the Crushinator., Yoo-hoo!
Crushinator, Yoo-hoo., And the Crushinator.
Fry, Whoa!, Yoo-hoo.
Leela," I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon.", Whoa!
Fry, And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and ... and these fellas.," I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon."
Leela," Fry, face it", And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and ... and these fellas.
Fry, I guess I can't.," Fry, face it"
Farmer, I'll learn ye to sleep with my robot daughters!, I guess I can't.
Bender, He'll never find me in here., I'll learn ye to sleep with my robot daughters!
Leela, Bender?, He'll never find me in here.
Fry," Oh, Bender. You didn't touch the Crushinator, did you?", Bender?
Bender, Of course not. A lady that fine you gotta romance first.," Oh, Bender. You didn't touch the Crushinator, did you?"
Farmer," Oh, no you don't! C'mere, Crushinator.", Of course not. A lady that fine you gotta romance first.
Crushinator," Yes, Pa."," Oh, no you don't! C'mere, Crushinator."
Fry, It's too low.," Yes, Pa."
Leela, Hold on to your helmet!, It's too low.
Farmer," God darn it, Crushinator, jump!", Hold on to your helmet!
Crushinator," No, Pa. I love him."," God darn it, Crushinator, jump!"
Fry," Hey, cool! Dark side of the moon!"," No, Pa. I love him."
Leela," Hurry, before we freeze."," Hey, cool! Dark side of the moon!"
Bender," What do you mean ""we"", mammal?"," Hurry, before we freeze."
Farnsworth,," What do you mean ""we"", mammal?"
Leela, We can't outrun it forever.,
Fry, Over there! Look! It's the moon landing site! We found it!, We can't outrun it forever.
Leela," Quick, get in.", Over there! Look! It's the moon landing site! We found it!
Fry," Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?"," Quick, get in."
Leela, Now get in here before you freeze.," Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?"
Bender," Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing.", Now get in here before you freeze.
Leela, to death.," Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing."
Fry," Look, Leela, I'm sorry. I never should have dragged you out here.", to death.
Leela," That's right, you shouldn't have. I still don't get what the big attraction is."," Look, Leela, I'm sorry. I never should have dragged you out here."
Fry, I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.," That's right, you shouldn't have. I still don't get what the big attraction is."
Leela, be a little much., I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.
Fry," But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to.", be a little much.
Leela, beautiful. I don't know why I never noticed before.," But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to."
Farmer," Had to come back for the Crushinator, eh, robot? Well I got you this time.", beautiful. I don't know why I never noticed before.
Fry, It's Amy! We're saved!," Had to come back for the Crushinator, eh, robot? Well I got you this time."
Leela, Amy? Where'd she learn to operate the controls like that?, It's Amy! We're saved!
Bender, Uh-oh!, Amy? Where'd she learn to operate the controls like that?
Bender,, Uh-oh!
Shell, be comin'--,
Farmer," Aw, dang it!", be comin'--
Bender,," Aw, dang it!"
Shell, be riding six white horses...,
Leela," So, Fry, was the real moon anything like the moon you used to dream about?", be riding six white horses...
Fry, Well ... close enough!," So, Fry, was the real moon anything like the moon you used to dream about?"
Bender,, Well ... close enough!
One, more time!,
Bender, Hey!, more time!
Hermes," Fry, mon, if you're going to be living in the office you could at least be on time for work.", Hey!
Fry, I'm sorry. I was up really late poking through people's desks.," Fry, mon, if you're going to be living in the office you could at least be on time for work."
Hermes," Alright, people. I will now outline today's 12-point agenda. We'll begin with point one, then race forward--", I'm sorry. I was up really late poking through people's desks.
Hermes," Am I cracking up, or is Fry's living here starting to get in the way of bus--"," Alright, people. I will now outline today's 12-point agenda. We'll begin with point one, then race forward--"
Leela, What the hell are you doing? You're getting a huge dose of radiation!," Am I cracking up, or is Fry's living here starting to get in the way of bus--"
Fry, And great lift!, What the hell are you doing? You're getting a huge dose of radiation!
Leela, Do you know how long it's going to take me to recalibrate these engines?, And great lift!
Fry," Hey! When you look this good, you don't have to know anything.", Do you know how long it's going to take me to recalibrate these engines?
Leela," Professor, We need to talk to you about Fry."," Hey! When you look this good, you don't have to know anything."
Bender," That's right, we want some money— Wait. What's this about Fry?"," Professor, We need to talk to you about Fry."
Leela, He's a nice guy but we think it's about time he got his own place.," That's right, we want some money— Wait. What's this about Fry?"
Farnsworth, over 29 million years ago., He's a nice guy but we think it's about time he got his own place.
Fry," Hey, Professor, great jerky!", over 29 million years ago.
Farnsworth, was going to eat that mummy! Fry has got to go!," Hey, Professor, great jerky!"
Announcer," Bachelor Chow, now with flavour!", was going to eat that mummy! Fry has got to go!
Commentator, And Bigfoot is down!," Bachelor Chow, now with flavour!"
Fry," Sheesh! 40,000 channels and only 150 have anything good on.", And Bigfoot is down!
Announcer is brought to you by Robo Fresh," Designed by a robot, for a robot."," Sheesh! 40,000 channels and only 150 have anything good on."
Calculon," I've been processing this for some time, Monique, and, well, will you marry me?"," Designed by a robot, for a robot."
Monique, It fits! Then you must know that I'm--," I've been processing this for some time, Monique, and, well, will you marry me?"
Calculon," Metric? I've always known. But for you, my darling, I'm willing to convert.", It fits! Then you must know that I'm--
Fry," Hmm, must be a friend of theirs."," Metric? I've always known. But for you, my darling, I'm willing to convert."
Bender," Fry, we've got to discuss your living arrangements."," Hmm, must be a friend of theirs."
Leela, We've all talked it over and--," Fry, we've got to discuss your living arrangements."
Bender, Move over., We've all talked it over and--
Leela," Fry, sometimes in close quarters, people do inconsiderate things without realising it.", Move over.
Fry, I know but I forgive you.," Fry, sometimes in close quarters, people do inconsiderate things without realising it."
Leela," No, Fry, by ""close quarters"" I mean this office--", I know but I forgive you.
Fry, Uh-huh.," No, Fry, by ""close quarters"" I mean this office--"
Leela," And by ""people"" I mean you!", Uh-huh.
Fry, Right.," And by ""people"" I mean you!"
Leela," And by ""inconsiderate"" I mean--", Right.
Fry, Leela! We're trying to watch TV.," And by ""inconsiderate"" I mean--"
Bender, Yeah. Would you kindly shut your noise hole?, Leela! We're trying to watch TV.
Fry," So, who's that weird-looking guy?", Yeah. Would you kindly shut your noise hole?
Bender, That's a human.," So, who's that weird-looking guy?"
Fry, What's he do?, That's a human.
Bender," Eh, the usual human stuff. He laughs, he learns, he loves.", What's he do?
Fry, Boring!," Eh, the usual human stuff. He laughs, he learns, he loves."
Human Friend, Calculon? I thought you were in a coma., Boring!
Calculon," That's what I wanted you to think with your soft, human brain.", Calculon? I thought you were in a coma.
Fry," Hey, uh, why is the TV getting smaller?"," That's what I wanted you to think with your soft, human brain."
Hermes, We'll bill you for the couch.," Hey, uh, why is the TV getting smaller?"
Bender," Cheer up, meatbag. You've barely touched your amoeba.", We'll bill you for the couch.
Fry, It looked good but I just don't feel like eating. You want it?," Cheer up, meatbag. You've barely touched your amoeba."
Bender, The chemical energy keeps my fuel cells charged., It looked good but I just don't feel like eating. You want it?
Fry, What are the cigars for?, The chemical energy keeps my fuel cells charged.
Bender, They make me look cool., What are the cigars for?
Fry, I can't believe they threw me out like that. I must have been really acting like a jerk., They make me look cool.
Bender," That's my philosophy. So, where you gonna stay?", I can't believe they threw me out like that. I must have been really acting like a jerk.
Fry, I don't know. Do refrigerators still come in cardboard boxes?," That's my philosophy. So, where you gonna stay?"
Bender," Yeah, but the rents are outrageous. Why don't you just come move in with me?", I don't know. Do refrigerators still come in cardboard boxes?
Fry, Really? That'd be great! You sure I won't be imposing?," Yeah, but the rents are outrageous. Why don't you just come move in with me?"
