,0,raw,name
268,"Farnsworth: Ah, to be young again. And also a robot. Now, as I recall, you youngsters have a package to deliver.
","Farnsworth: Ah, to be young again. And also a robot. Now, as I recall, you youngsters have a package to deliver.
",Farnsworth
269,"Fry: Finally! Come on, Bender. Let's mosey!
","Fry: Finally! Come on, Bender. Let's mosey!
",Fry
270,"Bender: Nice catch, idiot!
","Bender: Nice catch, idiot!
",Bender
271,"Fry: So where are we going anyway?
","Fry: So where are we going anyway?
",Fry
272,"Leela.
","Leela.
","Leela.
"
273,"Fry and those other brave guys no one ever heard of!
","Fry and those other brave guys no one ever heard of!
","Fry and those other brave guys no one ever heard of!
"
274,"Amy: Oh, I love stuff like the moon! Can I come, Leela?
","Amy: Oh, I love stuff like the moon! Can I come, Leela?
",Amy
275,"Leela day as captain.
","Leela day as captain.
","Leela day as captain.
"
276,"Farnsworth If something goes wrong, bring back the blood.
","Farnsworth If something goes wrong, bring back the blood.
","Farnsworth If something goes wrong, bring back the blood.
"
277,"Fry: Can I do the countdown?
","Fry: Can I do the countdown?
",Fry
278,"Leela: Huh? Oh, sure. Knock yourself out.
","Leela: Huh? Oh, sure. Knock yourself out.
",Leela
279,"Fry ... nine--
","Fry ... nine--
","Fry ... nine--
"
280,"Leela: OK, we're here!
","Leela: OK, we're here!
",Leela
281,"Fry: Eightsevensixfivefourthreetwooneblastoff!
","Fry: Eightsevensixfivefourthreetwooneblastoff!
",Fry
282,"Fry: Hurry up! I wanna see the moon!
","Fry: Hurry up! I wanna see the moon!
",Fry
283,"Leela: Relax. It's open till 9.
","Leela: Relax. It's open till 9.
",Leela
284,"Fry: That's one small step for Fry--
","Fry: That's one small step for Fry--
",Fry
285,"Man: And one giant line for admission!
","Man: And one giant line for admission!
",Man
286,"Fry Um, can I have cuts?
","Fry Um, can I have cuts?
","Fry Um, can I have cuts?
"
287,"Man: Hmm ... no!
","Man: Hmm ... no!
",Man
288,"Fry: You're not gonna believe this but they landed an amusement park on the moon!
","Fry: You're not gonna believe this but they landed an amusement park on the moon!
",Fry
289,"Amy! It's the happiest place orbiting Earth.
","Amy! It's the happiest place orbiting Earth.
","Amy! It's the happiest place orbiting Earth.
"
290,"Fry: Let's go, already!
","Fry: Let's go, already!
",Fry
291,"Leela: Fry, we have a crate to deliver.
","Leela: Fry, we have a crate to deliver.
",Leela
292,"Fry: Let's just dump it in the sewer and say we delivered it.
","Fry: Let's just dump it in the sewer and say we delivered it.
",Fry
293,"Bender: Too much work. Let's burn it and say we dumped it in the sewer.
","Bender: Too much work. Let's burn it and say we dumped it in the sewer.
",Bender
294,"Leela: OK, if everyone's finished being stupid--
","Leela: OK, if everyone's finished being stupid--
",Leela
295,"Fry: I had more but you go ahead.
","Fry: I had more but you go ahead.
",Fry
296,"Leela: We'll deliver that crate like professionals and then we'll go home.
","Leela: We'll deliver that crate like professionals and then we'll go home.
",Leela
297,"Fry: But I've never been to the moon before.
","Fry: But I've never been to the moon before.
",Fry
298,"Leela Amy, why don't you help Fry hoist down the crate. Then lock up when you're done. Just be careful.
","Leela Amy, why don't you help Fry hoist down the crate. Then lock up when you're done. Just be careful.
","Leela Amy, why don't you help Fry hoist down the crate. Then lock up when you're done. Just be careful.
"
299,"Amy: Aye, aye, Captain! I mean only one eye. I mean, yes, sir-- Um, ma'am!
","Amy: Aye, aye, Captain! I mean only one eye. I mean, yes, sir-- Um, ma'am!
",Amy
300,"Amy: Clear?
","Amy: Clear?
",Amy
301,"Fry: Clear!
","Fry: Clear!
",Fry
302,"Amy: Ready to hoist?
","Amy: Ready to hoist?
",Amy
303,"Fry: Ready!
","Fry: Ready!
",Fry
304,"Amy: Ow!
","Amy: Ow!
",Amy
305,"Fry: My first space delivery.
","Fry: My first space delivery.
",Fry
306,"Fry: Uh, greetings, Moon Man. We come in peace. I am Fry from the planet Earth.
","Fry: Uh, greetings, Moon Man. We come in peace. I am Fry from the planet Earth.
",Fry
307,"Sal: Wise guy, huh? If I wasn't so lazy I'd punch you in the stomach.
","Sal: Wise guy, huh? If I wasn't so lazy I'd punch you in the stomach.
",Sal
308,"Fry: But you are lazy, right?
","Fry: But you are lazy, right?
",Fry
309,"Sal: Oh, don't get me started.
","Sal: Oh, don't get me started.
",Sal
310,"Craterface: Hi, I'm Craterface! Welcome to Luna Park. I'll have to confiscate your alcohol, sir.
","Craterface: Hi, I'm Craterface! Welcome to Luna Park. I'll have to confiscate your alcohol, sir.
",Craterface
311,"Bender: Better mascots than you have tried.
","Bender: Better mascots than you have tried.
",Bender
312,"Craterface: At least I still have my self respect!
","Craterface: At least I still have my self respect!
",Craterface
313,"Leela: Who buys this trash?
","Leela: Who buys this trash?
",Leela
314,"Bender who need gifts for other idiots.
","Bender who need gifts for other idiots.
","Bender who need gifts for other idiots.
"
315,"Fry: Hey, I got you guys refrigerator magnets.
","Fry: Hey, I got you guys refrigerator magnets.
",Fry
316,"Bender Keep those things off of me! Magnets screw up my inhibition unit!
","Bender Keep those things off of me! Magnets screw up my inhibition unit!
","Bender Keep those things off of me! Magnets screw up my inhibition unit!
"
317,"Fry: So you flip out and start acting like some crazy folk singer?
","Fry: So you flip out and start acting like some crazy folk singer?
",Fry
318,"Bender: Yes. I guess a robot would have to be crazy to wanna be a folk singer.
","Bender: Yes. I guess a robot would have to be crazy to wanna be a folk singer.
",Bender
319,"Whalerbots
","Whalerbots
","Whalerbots
"
320,"And sing our whaling tune!
","And sing our whaling tune!
","And sing our whaling tune!
"
321,"Whalerbot: Bender, hey, Bender! Over here!
","Whalerbot: Bender, hey, Bender! Over here!
",Whalerbot
322,"Bender: Oh, jeez! I went to high school with that guy!
","Bender: Oh, jeez! I went to high school with that guy!
",Bender
323,"Announcer presents: The Goophy Gopher Revue!
","Announcer presents: The Goophy Gopher Revue!
",Announcer presents
324,"Gopher #1: Why does a moon rock taste better than an Earth rock?
","Gopher #1: Why does a moon rock taste better than an Earth rock?
",Gopher #1
325,"Gopher #2: Because it's a little meteor!
","Gopher #2: Because it's a little meteor!
",Gopher #2
326,"Fry: This is weak!
","Fry: This is weak!
",Fry
327,"Gopher #1: Address all complaints to the Monsanto corporation.
","Gopher #1: Address all complaints to the Monsanto corporation.
",Gopher #1
328,"Leela: What's wrong, Fry?
","Leela: What's wrong, Fry?
",Leela
329,"Fry what I came to see! I wanna go out there and jump around like an astronaut. Screw this phoney stuff!
","Fry what I came to see! I wanna go out there and jump around like an astronaut. Screw this phoney stuff!
","Fry what I came to see! I wanna go out there and jump around like an astronaut. Screw this phoney stuff!
"
330,"Leela: But the phoney stuff is what's fun. It's boring out there.
","Leela: But the phoney stuff is what's fun. It's boring out there.
",Leela
331,"Bender: Yeah! You're the kind of guy who visits Jerusalem and doesn't want to see the Sexeteria!
","Bender: Yeah! You're the kind of guy who visits Jerusalem and doesn't want to see the Sexeteria!
",Bender
332,"Leela: Maybe I should take Fry on the Luna Rover ride. You get to wear a space suit and drive around on the surface. And the line's short because it's educational.
","Leela: Maybe I should take Fry on the Luna Rover ride. You get to wear a space suit and drive around on the surface. And the line's short because it's educational.
",Leela
333,"Fry educational it is. Let's do it!
","Fry educational it is. Let's do it!
","Fry educational it is. Let's do it!
"
334,"Bender: Next year in Jerusalem!
","Bender: Next year in Jerusalem!
",Bender
335,"Fry: Finally! Get ready for some serious moon action.
","Fry: Finally! Get ready for some serious moon action.
",Fry
336,"Narrator: The story of lunar exploration started with one man. A man with a dream.
","Narrator: The story of lunar exploration started with one man. A man with a dream.
",Narrator
337,"Ralph Kramden-bot: One of these days, Alice. Bang! Zoom! Straight to the moon!
","Ralph Kramden-bot: One of these days, Alice. Bang! Zoom! Straight to the moon!
",Ralph Kramden-bot
338,"Leela: Wow, I never realised the first astronauts were so fat!
","Leela: Wow, I never realised the first astronauts were so fat!
",Leela
339,"Fry: That's not an astronaut, it's a TV comedian. And he was just using space travel as a metaphor for beating his wife.
","Fry: That's not an astronaut, it's a TV comedian. And he was just using space travel as a metaphor for beating his wife.
",Fry
340,"Amy Hm?
","Amy Hm?
","Amy Hm?
"
341,"Bender: Look, it's that crate we were gonna throw in the sewer.
","Bender: Look, it's that crate we were gonna throw in the sewer.
",Bender
342,"Amy They must have fallen into the crate! Leela's gonna kill me!
","Amy They must have fallen into the crate! Leela's gonna kill me!
","Amy They must have fallen into the crate! Leela's gonna kill me!
"
343,"Bender: Nah. She'll probably make me do it.
","Bender: Nah. She'll probably make me do it.
",Bender
344,"Amy: Mister? Could you please get those keys out for me?
","Amy: Mister? Could you please get those keys out for me?
",Amy
345,"Sal: What do I look like? A guy who's not lazy?
","Sal: What do I look like? A guy who's not lazy?
",Sal
346,"Narrator: No one knows where, when or how Man first landed on the moon.
","Narrator: No one knows where, when or how Man first landed on the moon.
",Narrator
347,"Fry: I do.
","Fry: I do.
",Fry
348,"Narrator think it might have happened something like this:
","Narrator think it might have happened something like this:
",Narrator think it might have happened something like this
349,"Whalerbots: We're whalers on the moon,
","Whalerbots: We're whalers on the moon,
",Whalerbots
350,"Gophers: We carry a harpoon,
","Gophers: We carry a harpoon,
",Gophers
351,"Whalerbots: and  But there ain't no whales so we tell a tall tale...
","Whalerbots: and  But there ain't no whales so we tell a tall tale...
",Whalerbots
352,"Leela: And sing a whaling tune. We're whalers on the moon--
","Leela: And sing a whaling tune. We're whalers on the moon--
",Leela
353,"Fry: That's not how it happened.
","Fry: That's not how it happened.
",Fry
354,"Leela with a fun-gineering degree!
","Leela with a fun-gineering degree!
","Leela with a fun-gineering degree!
"
355,"Fry moon.
","Fry moon.
","Fry moon.
"
356,"Leela: Fry, no. This is my first mission and I'm not gonna let us get in any trouble. Besides, the car's on a track.
","Leela: Fry, no. This is my first mission and I'm not gonna let us get in any trouble. Besides, the car's on a track.
",Leela
357,"Fry: Not for long!
","Fry: Not for long!
",Fry
358,"Whalerbot: Ooh! Ah! I died doin' what I loved.
","Whalerbot: Ooh! Ah! I died doin' what I loved.
",Whalerbot
359,"Leela: OK, you're on the surface. Now I'll give you 10 minutes. Then you'll get bored, turn around and apologise for being such a jerk. Agreed?
","Leela: OK, you're on the surface. Now I'll give you 10 minutes. Then you'll get bored, turn around and apologise for being such a jerk. Agreed?
",Leela
360,"Fry Yeah! Crank up the radio!
","Fry Yeah! Crank up the radio!
","Fry Yeah! Crank up the radio!
"
361,"Whalerbots: We're whalers on the--
","Whalerbots: We're whalers on the--
",Whalerbots
362,"Fry: Yee-haw!
","Fry: Yee-haw!
",Fry
363,"Leela: Time's up. Make a U-turn at the next crater.
","Leela: Time's up. Make a U-turn at the next crater.
",Leela
364,"Fry: No, not yet. How 'bout we go look for the original moon landing site?
","Fry: No, not yet. How 'bout we go look for the original moon landing site?
",Fry
365,"Leela: That's crazy! It's been lost for centuries!
","Leela: That's crazy! It's been lost for centuries!
",Leela
366,"Fry Uh ... I'm ready to go back now.
","Fry Uh ... I'm ready to go back now.
","Fry Uh ... I'm ready to go back now.
"
367,"Fry You did it! We're safe!
","Fry You did it! We're safe!
","Fry You did it! We're safe!
"
368,"Leela we're gonna die.
","Leela we're gonna die.
","Leela we're gonna die.
"
369,"Fry: It's every man for himself.
","Fry: It's every man for himself.
",Fry
370,"Bender: Hey, look what I won from a tourist's pocket!
","Bender: Hey, look what I won from a tourist's pocket!
",Bender
371,"Amy: Shut up. You're distracting me.
","Amy: Shut up. You're distracting me.
",Amy
372,"Bender: Come on, it's just like making love. Y'know: Left, down, rotate 62 degrees, engage rotor.
","Bender: Come on, it's just like making love. Y'know: Left, down, rotate 62 degrees, engage rotor.
",Bender
373,"Amy how to make love!
","Amy how to make love!
","Amy how to make love!
"
374,"Bender Uh, that's the woman who programmed me for evil!
","Bender Uh, that's the woman who programmed me for evil!
","Bender Uh, that's the woman who programmed me for evil!
"
375,"Bender: Yeah, well, I'm gonna go build my own theme park, with blackjack and hookers. In fact, forget the park!
","Bender: Yeah, well, I'm gonna go build my own theme park, with blackjack and hookers. In fact, forget the park!
",Bender
376,"Fry: I'm sorry, Leela, I can't go on any further. Just leave me to die in that barn over there.
","Fry: I'm sorry, Leela, I can't go on any further. Just leave me to die in that barn over there.
",Fry
377,"Leela: Thank God!
","Leela: Thank God!
",Leela
378,"Hydroponic Farmer: Trespassers, eh?
","Hydroponic Farmer: Trespassers, eh?
",Hydroponic Farmer
379,"Fry: No, sir. We're amusement park patrons.
","Fry: No, sir. We're amusement park patrons.
",Fry
380,"Farmer: Ooh, that's a wicked sinful place. Tilt-a-whirl's OK, but the rest is mighty wicked.
","Farmer: Ooh, that's a wicked sinful place. Tilt-a-whirl's OK, but the rest is mighty wicked.
",Farmer
381,"Leela: Our car broke down and we're out of oxygen. Can we borrow some?
","Leela: Our car broke down and we're out of oxygen. Can we borrow some?
",Leela
382,"Farmer: Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up.
","Farmer: Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up.
",Farmer
